Transcript	DataBase.x	ProteinCode.x	ProteinName.x	DataBase.y	ProteinCode.y	ProteinName.y
TRINITY_DN4630_c0_g1_i3	sp	P12812	P40_SCHMA	NA	NA	NA
TRINITY_DN4630_c0_g1_i6	sp	P12812	P40_SCHMA	NA	NA	NA
TRINITY_DN4630_c0_g1_i7	sp	P12812	P40_SCHMA	NA	NA	NA
TRINITY_DN46348_c0_g1_i1	sp	B2RUP2	UN13D_MOUSE	NA	NA	NA
TRINITY_DN46348_c0_g1_i3	sp	B2RUP2	UN13D_MOUSE	NA	NA	NA
TRINITY_DN4635_c0_g2_i1	sp	Q5R6Q2	STX6_PONAB	NA	NA	NA
TRINITY_DN4635_c0_g2_i2	sp	Q5R6Q2	STX6_PONAB	NA	NA	NA
TRINITY_DN4635_c0_g2_i3	sp	Q5R6Q2	STX6_PONAB	NA	NA	NA
TRINITY_DN46351_c0_g1_i1	sp	O17503	ACTC_BRALA	NA	NA	NA
TRINITY_DN46357_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN46357_c0_g1_i2	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN46357_c0_g1_i3	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN46357_c0_g1_i4	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN46357_c0_g1_i5	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN46357_c1_g1_i1	sp	Q0VAW7	ZN112_MOUSE	NA	NA	NA
TRINITY_DN46378_c0_g1_i1	sp	Q8R1D1	ZN426_MOUSE	NA	NA	NA
TRINITY_DN46385_c0_g1_i1	sp	P85118	NT8F2_RAT	NA	NA	NA
TRINITY_DN4639_c0_g1_i1	sp	O96028	NSD2_HUMAN	NA	NA	NA
TRINITY_DN4639_c0_g1_i11	sp	O96028	NSD2_HUMAN	NA	NA	NA
TRINITY_DN4639_c0_g1_i5	sp	O96028	NSD2_HUMAN	NA	NA	NA
TRINITY_DN4639_c0_g1_i6	sp	O96028	NSD2_HUMAN	NA	NA	NA
TRINITY_DN4639_c0_g1_i8	sp	O96028	NSD2_HUMAN	NA	NA	NA
TRINITY_DN46403_c0_g1_i1	sp	Q3ZCT1	ZN260_HUMAN	NA	NA	NA
TRINITY_DN46404_c1_g3_i1	sp	Q9NBX4	RTXE_DROME	sp	Q9NBX4	RTXE_DROME
TRINITY_DN46421_c0_g1_i1	sp	P23825	GATA3_CHICK	NA	NA	NA
TRINITY_DN46439_c0_g1_i1	sp	Q8IZ13	F200C_HUMAN	sp	Q8IZ13	F200C_HUMAN
TRINITY_DN4644_c0_g1_i1	sp	P51612	XPC_MOUSE	NA	NA	NA
TRINITY_DN4644_c0_g1_i10	sp	P51612	XPC_MOUSE	NA	NA	NA
TRINITY_DN4644_c0_g1_i6	sp	P51612	XPC_MOUSE	NA	NA	NA
TRINITY_DN4644_c0_g1_i7	sp	Q5SXM1	ZN678_HUMAN	NA	NA	NA
TRINITY_DN46442_c0_g1_i1	sp	A6NP11	ZN716_HUMAN	NA	NA	NA
TRINITY_DN46442_c0_g2_i1	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN46442_c1_g1_i1	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN46445_c7_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4645_c1_g1_i2	sp	Q9Z0K8	VNN1_MOUSE	NA	NA	NA
TRINITY_DN46460_c0_g1_i2	sp	P10401	POLY_DROME	NA	NA	NA
TRINITY_DN46463_c0_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN46464_c0_g1_i2	sp	P17024	ZNF20_HUMAN	NA	NA	NA
TRINITY_DN46469_c0_g1_i1	sp	Q94HW2	POLR1_ARATH	NA	NA	NA
TRINITY_DN46469_c0_g1_i2	sp	Q94HW2	POLR1_ARATH	NA	NA	NA
TRINITY_DN46483_c0_g1_i2	sp	Q8BVQ5	PPME1_MOUSE	NA	NA	NA
TRINITY_DN46483_c0_g1_i5	sp	Q8BVQ5	PPME1_MOUSE	NA	NA	NA
TRINITY_DN46483_c0_g1_i6	sp	Q8BVQ5	PPME1_MOUSE	NA	NA	NA
TRINITY_DN46485_c1_g2_i1	sp	Q588U8	CFDP2_TRAJA	NA	NA	NA
TRINITY_DN4649_c0_g1_i1	sp	Q9GLK0	TGM1_CANLF	NA	NA	NA
TRINITY_DN4649_c0_g1_i7	sp	P23606	TGM1_RAT	NA	NA	NA
TRINITY_DN4649_c1_g1_i1	sp	P49221	TGM4_HUMAN	NA	NA	NA
TRINITY_DN46492_c0_g1_i21	sp	B6NK32	LYRM9_BRAFL	NA	NA	NA
TRINITY_DN46492_c0_g1_i6	sp	B6NK32	LYRM9_BRAFL	NA	NA	NA
TRINITY_DN46498_c0_g1_i2	sp	Q06730	ZN33A_HUMAN	NA	NA	NA
TRINITY_DN46498_c0_g1_i3	sp	Q06730	ZN33A_HUMAN	NA	NA	NA
TRINITY_DN46506_c1_g1_i1	sp	A6NN14	ZN729_HUMAN	NA	NA	NA
TRINITY_DN46509_c0_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN46509_c1_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46509_c2_g1_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN46509_c3_g1_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN4651_c0_g1_i1	sp	P23696	PP2A_DROME	NA	NA	NA
TRINITY_DN46511_c0_g1_i1	sp	A2A761	ZFP69_MOUSE	NA	NA	NA
TRINITY_DN46511_c0_g2_i1	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN46511_c1_g1_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN46511_c1_g1_i2	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN46518_c0_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN46518_c0_g1_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46518_c0_g1_i3	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46518_c0_g1_i4	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN46518_c1_g1_i1	sp	P17035	ZNF28_HUMAN	NA	NA	NA
TRINITY_DN46519_c0_g1_i1	sp	A2VDQ7	ZN420_BOVIN	NA	NA	NA
TRINITY_DN46524_c0_g1_i1	sp	Q28983	ZAN_PIG	NA	NA	NA
TRINITY_DN46524_c0_g2_i1	sp	P57999	ZAN_RABIT	NA	NA	NA
TRINITY_DN46525_c0_g2_i1	sp	Q4R8M9	GTSF1_MACFA	NA	NA	NA
TRINITY_DN46534_c0_g1_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46534_c0_g2_i1	sp	Q6P560	ZN182_MOUSE	NA	NA	NA
TRINITY_DN46534_c1_g1_i2	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN46534_c2_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN46536_c0_g1_i15	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN46536_c0_g1_i17	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN46536_c0_g1_i18	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN46536_c0_g1_i5	sp	Q6XDT4	IKZF_OIKDI	NA	NA	NA
TRINITY_DN46536_c0_g1_i8	sp	Q6XDT4	IKZF_OIKDI	NA	NA	NA
TRINITY_DN46536_c0_g1_i9	sp	Q6XDT4	IKZF_OIKDI	NA	NA	NA
TRINITY_DN46536_c0_g2_i2	sp	Q96N20	ZN75A_HUMAN	NA	NA	NA
TRINITY_DN4654_c0_g1_i5	sp	Q8K3X3	GMDS_CRIGR	NA	NA	NA
TRINITY_DN46549_c0_g2_i1	sp	Q09621	LACT2_CAEEL	NA	NA	NA
TRINITY_DN46552_c0_g4_i1	sp	Q3ZCU0	GVQW3_HUMAN	NA	NA	NA
TRINITY_DN46552_c0_g4_i2	sp	Q3ZCU0	GVQW3_HUMAN	NA	NA	NA
TRINITY_DN46556_c0_g1_i1	sp	P29590	PML_HUMAN	NA	NA	NA
TRINITY_DN46556_c0_g1_i2	sp	P29590	PML_HUMAN	NA	NA	NA
TRINITY_DN46558_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN46559_c0_g1_i1	sp	Q8N9F8	ZN454_HUMAN	NA	NA	NA
TRINITY_DN46559_c1_g1_i1	sp	Q96MU6	ZN778_HUMAN	NA	NA	NA
TRINITY_DN4656_c1_g1_i1	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN4656_c4_g2_i2	sp	P21329	RTJK_DROFU	sp	P21329	RTJK_DROFU
TRINITY_DN4656_c4_g2_i8	sp	P21329	RTJK_DROFU	NA	NA	NA
TRINITY_DN46562_c0_g1_i2	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN46562_c0_g1_i4	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN46562_c0_g1_i5	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN46568_c0_g1_i1	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN46568_c0_g1_i2	sp	Q8TF32	ZN431_HUMAN	NA	NA	NA
TRINITY_DN46568_c0_g1_i3	sp	Q7L3S4	ZN771_HUMAN	NA	NA	NA
TRINITY_DN46568_c0_g2_i1	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN46568_c1_g1_i1	sp	Q6NSZ9	ZSC25_HUMAN	NA	NA	NA
TRINITY_DN46568_c1_g1_i2	sp	Q12901	ZN155_HUMAN	NA	NA	NA
TRINITY_DN46568_c2_g1_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN46571_c0_g1_i1	sp	A7SKJ3	DPH2_NEMVE	NA	NA	NA
TRINITY_DN4658_c2_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN4659_c0_g1_i1	sp	Q7T0T2	LTR3B_XENLA	NA	NA	NA
TRINITY_DN46596_c0_g1_i1	sp	D3ZE55	PCDH8_RAT	NA	NA	NA
TRINITY_DN466_c17_g1_i1	sp	Q2V0V2	TPM_TODPA	NA	NA	NA
TRINITY_DN466_c17_g1_i2	sp	Q2V0V2	TPM_TODPA	NA	NA	NA
TRINITY_DN4661_c0_g1_i1	sp	Q4V8S3	TM242_DANRE	NA	NA	NA
TRINITY_DN4661_c0_g1_i2	sp	Q4V8S3	TM242_DANRE	NA	NA	NA
TRINITY_DN46619_c0_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN4662_c1_g1_i2	sp	A2AVA0	SVEP1_MOUSE	NA	NA	NA
TRINITY_DN4662_c1_g1_i3	sp	A2AVA0	SVEP1_MOUSE	NA	NA	NA
TRINITY_DN4662_c2_g1_i1	sp	Q24537	HMG2_DROME	NA	NA	NA
TRINITY_DN4663_c0_g1_i13	sp	Q8TAQ2	SMRC2_HUMAN	NA	NA	NA
TRINITY_DN4663_c0_g1_i16	sp	Q8TAQ2	SMRC2_HUMAN	NA	NA	NA
TRINITY_DN4663_c0_g1_i3	sp	Q6PDG5	SMRC2_MOUSE	NA	NA	NA
TRINITY_DN4663_c2_g1_i1	sp	Q07230	ZSCA2_MOUSE	NA	NA	NA
TRINITY_DN4663_c3_g1_i1	sp	A8TX70	CO6A5_HUMAN	NA	NA	NA
TRINITY_DN46633_c0_g1_i3	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN46633_c0_g1_i5	sp	P17035	ZNF28_HUMAN	NA	NA	NA
TRINITY_DN46633_c1_g1_i1	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN46633_c1_g1_i3	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN46634_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46638_c0_g1_i11	sp	Q3LGD4	RFP4A_DANRE	NA	NA	NA
TRINITY_DN46638_c0_g1_i14	sp	A4IIE8	RFIP4_XENTR	NA	NA	NA
TRINITY_DN46638_c0_g1_i15	sp	Q3LGD4	RFP4A_DANRE	NA	NA	NA
TRINITY_DN46638_c0_g1_i16	sp	Q3LGD4	RFP4A_DANRE	NA	NA	NA
TRINITY_DN46638_c0_g1_i17	sp	Q3LGD4	RFP4A_DANRE	NA	NA	NA
TRINITY_DN46638_c0_g1_i3	sp	Q3LGD4	RFP4A_DANRE	NA	NA	NA
TRINITY_DN4664_c0_g1_i3	sp	P03934	TC1A_CAEEL	sp	P35072	TCB1_CAEBR
TRINITY_DN4664_c0_g2_i1	sp	P03934	TC1A_CAEEL	NA	NA	NA
TRINITY_DN4666_c0_g1_i1	sp	Q22002	MAB10_CAEEL	NA	NA	NA
TRINITY_DN4666_c0_g1_i103	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i16	sp	Q59E55	NAB_DROME	NA	NA	NA
TRINITY_DN4666_c0_g1_i31	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i33	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i34	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i43	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i49	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i62	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i91	sp	Q61122	NAB1_MOUSE	NA	NA	NA
TRINITY_DN4666_c0_g1_i96	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c0_g1_i97	sp	Q62722	NAB1_RAT	NA	NA	NA
TRINITY_DN4666_c1_g1_i1	sp	P46825	KLC_DORPE	NA	NA	NA
TRINITY_DN4666_c1_g1_i2	sp	P46825	KLC_DORPE	NA	NA	NA
TRINITY_DN4666_c1_g1_i5	sp	P46825	KLC_DORPE	NA	NA	NA
TRINITY_DN4666_c1_g1_i6	sp	P46825	KLC_DORPE	NA	NA	NA
TRINITY_DN4666_c1_g1_i8	sp	P46825	KLC_DORPE	NA	NA	NA
TRINITY_DN4666_c1_g1_i9	sp	Q05090	KLC_STRPU	NA	NA	NA
TRINITY_DN4666_c11_g1_i2	sp	Q5F3Z9	ZC3HE_CHICK	NA	NA	NA
TRINITY_DN4666_c2_g1_i1	sp	Q9Y5E8	PCDBF_HUMAN	NA	NA	NA
TRINITY_DN4666_c4_g1_i2	sp	P11862	GAS2_MOUSE	NA	NA	NA
TRINITY_DN4666_c4_g1_i3	sp	P11862	GAS2_MOUSE	NA	NA	NA
TRINITY_DN4666_c4_g1_i4	sp	P11862	GAS2_MOUSE	NA	NA	NA
TRINITY_DN4666_c5_g1_i1	sp	Q66KY3	CUTA_XENLA	NA	NA	NA
TRINITY_DN4666_c6_g1_i6	sp	Q7Z5J4	RAI1_HUMAN	NA	NA	NA
TRINITY_DN4666_c8_g1_i2	sp	P29503	NEUR_DROME	NA	NA	NA
TRINITY_DN4666_c9_g1_i1	sp	P31268	HXA7_HUMAN	NA	NA	NA
TRINITY_DN46669_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4667_c0_g1_i1	sp	Q3UHC7	DAB2P_MOUSE	NA	NA	NA
TRINITY_DN4667_c0_g1_i12	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN4667_c0_g1_i27	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN4667_c0_g1_i33	sp	Q3UHC7	DAB2P_MOUSE	NA	NA	NA
TRINITY_DN4667_c0_g1_i36	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN4667_c0_g1_i4	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN4667_c0_g1_i46	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN4667_c0_g1_i50	sp	Q8T498	GAP2_DROME	NA	NA	NA
TRINITY_DN46671_c0_g1_i1	sp	P18753	ZO84_XENLA	NA	NA	NA
TRINITY_DN46698_c0_g1_i2	sp	Q8BG39	SV2B_MOUSE	NA	NA	NA
TRINITY_DN46699_c0_g1_i1	sp	Q52KB5	ZBT24_DANRE	NA	NA	NA
TRINITY_DN467_c0_g2_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN467_c0_g2_i4	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN467_c0_g3_i1	sp	Q8TF32	ZN431_HUMAN	NA	NA	NA
TRINITY_DN467_c0_g3_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN467_c0_g3_i3	sp	Q8TF32	ZN431_HUMAN	NA	NA	NA
TRINITY_DN467_c0_g5_i1	sp	Q6ZNA1	ZN836_HUMAN	NA	NA	NA
TRINITY_DN467_c1_g1_i2	sp	Q3MJ62	ZSC23_HUMAN	NA	NA	NA
TRINITY_DN467_c1_g1_i3	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN467_c10_g1_i1	sp	Q5R9S5	ZN182_PONAB	NA	NA	NA
TRINITY_DN467_c15_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN467_c17_g1_i1	sp	Q61624	ZN148_MOUSE	NA	NA	NA
TRINITY_DN467_c17_g2_i1	sp	Q5ZM39	BCL6_CHICK	NA	NA	NA
TRINITY_DN467_c24_g1_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN467_c25_g1_i1	sp	Q6NX45	ZN774_HUMAN	NA	NA	NA
TRINITY_DN467_c26_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN467_c3_g1_i10	sp	Q8TBZ8	ZN564_HUMAN	NA	NA	NA
TRINITY_DN467_c3_g2_i1	sp	Q9NQZ8	ZNF71_HUMAN	NA	NA	NA
TRINITY_DN467_c4_g1_i1	sp	P84185	ACT5C_ANOGA	NA	NA	NA
TRINITY_DN467_c8_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN467_c8_g1_i2	sp	Q9BR84	ZN559_HUMAN	NA	NA	NA
TRINITY_DN467_c8_g2_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4670_c0_g1_i1	sp	O14578	CTRO_HUMAN	NA	NA	NA
TRINITY_DN4670_c0_g1_i4	sp	O14578	CTRO_HUMAN	NA	NA	NA
TRINITY_DN4670_c0_g1_i6	sp	O14578	CTRO_HUMAN	NA	NA	NA
TRINITY_DN4670_c0_g1_i8	sp	O14578	CTRO_HUMAN	NA	NA	NA
TRINITY_DN46702_c0_g1_i1	sp	Q66J54	S226A_XENLA	NA	NA	NA
TRINITY_DN46726_c0_g1_i1	sp	Q6DKJ4	NXN_HUMAN	NA	NA	NA
TRINITY_DN46726_c0_g1_i2	sp	Q503L9	NXN_DANRE	NA	NA	NA
TRINITY_DN46729_c0_g1_i1	sp	B5E022	QVR_DROPS	NA	NA	NA
TRINITY_DN46729_c0_g1_i2	sp	B5E022	QVR_DROPS	NA	NA	NA
TRINITY_DN46729_c0_g1_i3	sp	B5E022	QVR_DROPS	NA	NA	NA
TRINITY_DN46730_c0_g1_i1	sp	Q8TE73	DYH5_HUMAN	NA	NA	NA
TRINITY_DN46730_c0_g2_i1	sp	Q8TE73	DYH5_HUMAN	NA	NA	NA
TRINITY_DN46748_c0_g1_i1	sp	Q9D6K9	CERS5_MOUSE	NA	NA	NA
TRINITY_DN46782_c0_g1_i1	sp	Q2KIN4	HEY1_BOVIN	NA	NA	NA
TRINITY_DN46785_c0_g1_i1	sp	P35072	TCB1_CAEBR	NA	NA	NA
TRINITY_DN46785_c0_g2_i2	sp	Q04202	TCB2_CAEBR	NA	NA	NA
TRINITY_DN46785_c0_g4_i1	sp	P35072	TCB1_CAEBR	NA	NA	NA
TRINITY_DN46785_c4_g1_i1	sp	Q04202	TCB2_CAEBR	NA	NA	NA
TRINITY_DN4679_c1_g1_i1	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN4679_c11_g1_i1	sp	Q9NQZ8	ZNF71_HUMAN	NA	NA	NA
TRINITY_DN4679_c12_g1_i1	sp	A8MT65	ZN891_HUMAN	NA	NA	NA
TRINITY_DN4679_c13_g1_i1	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN4679_c6_g1_i1	sp	Q5R5U3	ZN271_PONAB	NA	NA	NA
TRINITY_DN4679_c7_g1_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN468_c2_g1_i3	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN468_c2_g1_i5	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN468_c2_g1_i6	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN468_c5_g1_i10	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN468_c5_g1_i17	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN468_c5_g1_i8	sp	P04146	COPIA_DROME	sp	P04146	COPIA_DROME
TRINITY_DN4680_c1_g1_i1	sp	O14981	BTAF1_HUMAN	NA	NA	NA
TRINITY_DN4681_c0_g1_i3	sp	Q9V3I2	RAB5_DROME	NA	NA	NA
TRINITY_DN46814_c0_g1_i3	sp	Q03278	PO21_NASVI	NA	NA	NA
TRINITY_DN46814_c0_g2_i1	sp	Q03278	PO21_NASVI	NA	NA	NA
TRINITY_DN4682_c1_g1_i6	sp	Q8MJJ7	DCPS_BOVIN	NA	NA	NA
TRINITY_DN46821_c0_g1_i2	sp	Q90705	EF2_CHICK	NA	NA	NA
TRINITY_DN46821_c0_g1_i4	sp	Q90705	EF2_CHICK	NA	NA	NA
TRINITY_DN46821_c1_g2_i1	sp	P05197	EF2_RAT	NA	NA	NA
TRINITY_DN46823_c0_g1_i1	sp	Q92620	PRP16_HUMAN	NA	NA	NA
TRINITY_DN4683_c0_g1_i1	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN4683_c0_g1_i3	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN4683_c0_g1_i4	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN4683_c0_g1_i5	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN4683_c0_g2_i1	sp	P10078	ZFP28_MOUSE	NA	NA	NA
TRINITY_DN4683_c0_g2_i2	sp	P08043	ZFP2_MOUSE	NA	NA	NA
TRINITY_DN4683_c1_g1_i1	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN4683_c1_g2_i1	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN4683_c1_g3_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN4683_c11_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4683_c12_g1_i3	sp	Q9UJQ4	SALL4_HUMAN	NA	NA	NA
TRINITY_DN4683_c13_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN4683_c2_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN4683_c4_g1_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN4683_c4_g1_i2	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN4683_c4_g1_i3	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN4683_c4_g1_i5	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN4683_c4_g1_i6	sp	Q9UJW8	ZN180_HUMAN	NA	NA	NA
TRINITY_DN4683_c4_g1_i7	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN4683_c4_g2_i1	sp	Q8N143	BCL6B_HUMAN	NA	NA	NA
TRINITY_DN4683_c5_g1_i1	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN4683_c6_g1_i1	sp	P41182	BCL6_HUMAN	NA	NA	NA
TRINITY_DN4683_c6_g2_i1	sp	Q9Y2Q1	ZN257_HUMAN	NA	NA	NA
TRINITY_DN4683_c9_g1_i1	sp	P41183	BCL6_MOUSE	NA	NA	NA
TRINITY_DN46830_c0_g1_i1	sp	Q6PAR5	GAPD1_MOUSE	NA	NA	NA
TRINITY_DN4685_c0_g1_i10	sp	Q9DE14	ATR_XENLA	NA	NA	NA
TRINITY_DN4685_c0_g1_i4	sp	Q9DE14	ATR_XENLA	NA	NA	NA
TRINITY_DN46855_c0_g1_i1	sp	Q7JQ07	MOS1T_DROMA	NA	NA	NA
TRINITY_DN46883_c0_g3_i2	sp	Q5R9S5	ZN182_PONAB	NA	NA	NA
TRINITY_DN46883_c2_g1_i1	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN469_c0_g1_i13	NA	NA	NA	sp	Q01456	OAM_ASCSU
TRINITY_DN469_c0_g1_i19	sp	B8I6E7	IF2_RUMCH	NA	NA	NA
TRINITY_DN469_c1_g1_i1	sp	Q8BGQ7	SYAC_MOUSE	NA	NA	NA
TRINITY_DN469_c2_g1_i1	sp	P98167	SSPO_BOVIN	NA	NA	NA
TRINITY_DN4690_c0_g1_i1	sp	Q95JH2	PLCA_BOVIN	NA	NA	NA
TRINITY_DN4691_c0_g1_i10	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN4691_c0_g1_i12	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN4691_c0_g1_i16	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN4691_c0_g1_i17	sp	Q5ZMP7	AP3M1_CHICK	NA	NA	NA
TRINITY_DN4691_c0_g1_i2	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN4691_c0_g1_i3	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN4691_c0_g1_i4	sp	Q5ZMP7	AP3M1_CHICK	NA	NA	NA
TRINITY_DN4691_c0_g1_i6	sp	Q5R478	AP3M1_PONAB	NA	NA	NA
TRINITY_DN46911_c0_g1_i3	sp	Q07646	MEST_MOUSE	NA	NA	NA
TRINITY_DN46916_c0_g1_i1	sp	Q588U8	CFDP2_TRAJA	NA	NA	NA
TRINITY_DN46918_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN46918_c0_g1_i4	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN46918_c1_g1_i1	sp	Q8NHY6	ZFP28_HUMAN	NA	NA	NA
TRINITY_DN46918_c2_g1_i2	sp	Q96MU6	ZN778_HUMAN	NA	NA	NA
TRINITY_DN4692_c0_g1_i1	sp	Q9VW26	OAT_DROME	NA	NA	NA
TRINITY_DN4692_c0_g1_i2	sp	Q9VW26	OAT_DROME	NA	NA	NA
TRINITY_DN4692_c0_g1_i4	sp	Q9VW26	OAT_DROME	NA	NA	NA
